Team1,Team2,T1Pts,T2Pts,TotalPts,Differential,T1_CutPlays,T1_Cut2PA,T1_Cut2PM,T1_Cut2P%,T1_CutTO,T1_CutFouls,T1_PnrPlays,T1_Pnr3PA,T1_Pnr3PM,T1_Pnr3P%,T1_Pnr2PA,T1_Pnr2PM,T1_Pnr2P%,T1_PnrMiA,T1_PnrMiM,T1_PnrMi%,T1_PnrEFG%,T1_PnrTO,T1_PnrFouls,T1_PostPlays,T1_Post2PA,T1_Post2PM,T1_Post2P%,T1_PostTO,T1_PostFouls,T1_RollPlays,T1_Roll3PA,T1_Roll3PM,T1_Roll3P%,T1_Roll2PA,T1_Roll2PM,T1_Roll2P%,T1_RollMiA,T1_RollMiM,T1_RollMi%,T1_RollEFG%,T1_RollTO,T1_RollFouls,T1_SUShotPlays,T1_SUShot3PA,T1_SUShot3PM,T1_SUShot3P%,T1_SUShotMiA,T1_SUShotMiM,T1_SUShotMi%,T1_SUShotTO,T1_SUShotFouls,T1_SUDrivePlays,T1_SUDriveMiA,T1_SUDriveMiM,T1_SUDriveMi%,T1_SUDrive2PA,T1_SUDrive2PM,T1_SUDrive2P%,T1_SUDriveTO,T1_SUDriveFouls,T1_IsoPlays,T1_Iso3PA,T1_Iso3PM,T1_Iso3P%,T1_Iso2PA,T1_Iso2PM,T1_Iso2P%,T1_IsoMiA,T1_IsoMiM,T1_IsoMi%,T1_IsoEFG%,T1_IsoTO,T1_IsoFouls,T1_TransitionPlays,T1_Transition3PA,T1_Transition3PM,T1_Transition3P%,T1_Transition2PA,T1_Transition2PM,T1_Transition2P%,T1_TransitionMiA,T1_TransitionMiM,T1_TransitionMi%,T1_TransitionEFG%,T1_TransitionTO,T1_TransitionFouls,T1_OfscPlays,T1_Ofsc3PA,T1_Ofsc3PM,T1_Ofsc3P%,T1_Ofsc2PA,T1_Ofsc2PM,T1_Ofsc2P%,T1_OfscMiA,T1_OfscMiM,T1_OfscMi%,T1_OfscEFG%,T1_OfscTO,T1_OfscFouls,T1_HaOfPlays,T1_HaOf3PA,T1_HaOf3PM,T1_HaOf3P%,T1_HaOf2PA,T1_HaOf2PM,T1_HaOf2P%,T1_HaOfMiA,T1_HaOfMiM,T1_HaOfMi%,T1_HaOfEFG%,T1_HaOfTO,T1_HaOfFouls,T2_CutPlays,T2_Cut2PA,T2_Cut2PM,T2_Cut2P%,T2_CutTO,T2_CutFouls,T2_PnrPlays,T2_Pnr3PA,T2_Pnr3PM,T2_Pnr3P%,T2_Pnr2PA,T2_Pnr2PM,T2_Pnr2P%,T2_PnrMiA,T2_PnrMiM,T2_PnrMi%,T2_PnrEFG%,T2_PnrTO,T2_PnrFouls,T2_PostPlays,T2_Post2PA,T2_Post2PM,T2_Post2P%,T2_PostTO,T2_PostFouls,T2_RollPlays,T2_Roll3PA,T2_Roll3PM,T2_Roll3P%,T2_Roll2PA,T2_Roll2PM,T2_Roll2P%,T2_RollMiA,T2_RollMiM,T2_RollMi%,T2_RollEFG%,T2_RollTO,T2_RollFouls,T2_SUShotPlays,T2_SUShot3PA,T2_SUShot3PM,T2_SUShot3P%,T2_SUShotMiA,T2_SUShotMiM,T2_SUShotMi%,T2_SUShotTO,T2_SUShotFouls,T2_SUDrivePlays,T2_SUDriveMiA,T2_SUDriveMiM,T2_SUDriveMi%,T2_SUDrive2PA,T2_SUDrive2PM,T2_SUDrive2P%,T2_SUDriveTO,T2_SUDriveFouls,T2_IsoPlays,T2_Iso3PA,T2_Iso3PM,T2_Iso3P%,T2_Iso2PA,T2_Iso2PM,T2_Iso2P%,T2_IsoMiA,T2_IsoMiM,T2_IsoMi%,T2_IsoEFG%,T2_IsoTO,T2_IsoFouls,T2_TransitionPlays,T2_Transition3PA,T2_Transition3PM,T2_Transition3P%,T2_Transition2PA,T2_Transition2PM,T2_Transition2P%,T2_TransitionMiA,T2_TransitionMiM,T2_TransitionMi%,T2_TransitionEFG%,T2_TransitionTO,T2_TransitionFouls,T2_OfscPlays,T2_Ofsc3PA,T2_Ofsc3PM,T2_Ofsc3P%,T2_Ofsc2PA,T2_Ofsc2PM,T2_Ofsc2P%,T2_OfscMiA,T2_OfscMiM,T2_OfscMi%,T2_OfscEFG%,T2_OfscTO,T2_OfscFouls,T2_HaOfPlays,T2_HaOf3PA,T2_HaOf3PM,T2_HaOf3P%,T2_HaOf2PA,T2_HaOf2PM,T2_HaOf2P%,T2_HaOfMiA,T2_HaOfMiM,T2_HaOfMi%,T2_HaOfEFG%,T2_HaOfTO,T2_HaOfFouls,Date
Ithaca College,St. Lawrence Saints,62,46,108,16,10,4,8,0.5,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,23,6,0.26,0,0,0,0,1,12,0,0,0,3,1,0.33,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,1,0.5,8,6,0.75,0,0,0,0.75,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,6,2,5,0.4,1,0,6,0,0,0,4,0,0,0,0,0,0,1,1,6,5,2,0.4,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,15,13,3,0.23,2,1,0.5,0,0,7,1,1,1,5,3,0.6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,5,1,0.2,1,0,0,0.14,1,1,3,2,1,0.5,0,0,0,0,0,0,0.75,1,0,2,0,0,0,1,0,0,0,0,0,0.0,1,0,2025-01-18
St. Lawrence Saints,Hobart College Statesmen,58,52,110,6,4,1,2,0.5,0,2,10,3,1,0.33,4,1,0.25,4,1,0.25,0.36,3,0,3,2,1,0.5,1,0,3,0,0,0,2,1,0.5,0,0,0,0.5,1,0,10,10,4,0.4,0,0,0,0,0,9,3,0,0,7,3,0.43,0,1,3,0,0,0,2,0,0,1,0,0,0,0,1,13,2,1,0.5,7,3,0.43,0,0,0,0.5,1,3,2,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,2,1,0.5,2,1,0.5,0.5,0,0,18,6,12,0.5,3,3,2,0,0,0,2,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,2,0.17,0,0,0,0,0,15,9,2,0.22,11,3,0.27,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,8,4,0.5,0,0,0,0.33,2,4,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,1,2025-01-24
Rensselaer Polytechnic,Skidmore Thoroughbreds,64,61,125,3,5,2,3,0.67,1,1,15,1,0,0,9,2,0.22,2,0,0,0.2,5,0,5,5,2,0.4,0,0,7,4,1,0.25,3,2,0.67,0,0,0,0.5,0,0,16,15,6,0.4,1,0,0,0,0,3,0,0,0,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,10,4,2,0.5,4,2,0.5,0,0,0,0.62,2,0,2,1,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,2,1,2,0.5,0,0,16,4,2,0.5,6,3,0.5,4,3,0.75,0.6,5,1,5,4,1,0.25,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,12,10,2,0.2,2,0,0,0,0,7,4,2,0.5,5,2,0.4,2,0,14,7,3,0.43,6,2,0.33,3,1,0.33,0.5,1,0,3,2,1,0.5,0,0,0,0,0,0,0.75,1,0,7,5,2,0.4,2,1,0.5,1,0,0,0.57,0,0,3,3,1,0.33,0,0,0,0,0,0,0.5,0,0,2025-01-10
Skidmore Thoroughbreds,Union (NY) Chargers,57,80,137,-23,5,2,4,0.5,0,1,20,7,1,0.14,13,8,0.62,10,8,0.8,0.48,0,0,6,4,1,0.25,1,1,3,2,1,0.5,0,0,0,0,0,0,0.75,0,1,15,13,3,0.23,2,0,0,0,0,10,5,0,0,7,0,0,2,1,4,1,0,0,3,0,0,1,0,0,0,0,0,7,4,0,0,1,1,1,1,1,1,0.2,0,2,2,1,1,1,1,0,0,1,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,7,0.43,2,1,7,2,1,0.5,5,3,0.6,0,0,0,0.64,0,0,5,4,1,0.25,1,0,7,1,0,0,5,2,0.4,1,1,1,0.33,0,1,11,11,6,0.55,0,0,0,0,0,9,4,2,0.5,8,3,0.38,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,11,3,2,0.67,7,4,0.57,2,1,0.5,0.7,1,0,3,1,0,0,1,0,0,0,0,0,0.0,0,1,5,2,1,0.5,2,1,0.5,1,1,1,0.62,0,1,2025-01-11
Skidmore Thoroughbreds,Ithaca College,69,88,157,-19,4,2,3,0.67,0,1,15,1,0,0,11,4,0.36,5,1,0.2,0.33,2,1,5,5,4,0.8,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,13,11,6,0.55,2,1,0.5,0,0,13,5,0,0,11,2,0.18,0,0,3,1,0,0,2,0,0,1,0,0,0,0,0,7,2,0,0,5,2,0.4,0,0,0,0.29,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0.0,0,1,7,4,5,0.8,0,2,10,3,1,0.33,6,2,0.33,2,0,0,0.39,0,1,1,1,0,0,0,0,7,4,1,0.25,2,2,1,0,0,0,0.58,1,0,20,20,10,0.5,0,0,0,0,0,5,0,0,0,3,2,0.67,2,0,6,0,0,0,3,3,1,1,1,1,1.0,2,1,9,5,1,0.2,3,2,0.67,0,0,0,0.44,1,0,3,2,0,0,0,0,0,0,0,0,0.0,1,0,7,4,0,0,2,1,0.5,1,1,1,0.17,0,1,2025-01-25
Clarkson University Golden Knights,St. Lawrence Saints,81,77,158,4,30,16,27,0.59,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,24,10,0.42,2,2,1,0,1,4,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,4,0.75,0,0,9,3,1,0.33,4,3,0.75,1,1,1,0.64,1,1,6,5,1,0.2,1,0,4,0,0,0,4,0,0,2,0,0,0,0,0,13,12,6,0.5,1,1,1,0,0,10,2,0,0,8,2,0.25,1,1,4,1,0,0,3,2,0.67,0,0,0,0.5,0,0,14,6,3,0.5,6,3,0.5,1,0,0,0.62,1,1,7,5,0,0,2,1,0.5,1,0,0,0.14,0,0,5,2,1,0.5,3,2,0.67,1,1,1,0.7,0,0,2025-01-06
Rochester Institute of Technology Tigers,Vassar Brewers,64,75,139,-11,4,2,4,0.5,0,0,14,3,0,0,4,0,0,2,0,0,0.0,6,1,11,7,4,0.57,2,2,2,1,0,0,1,1,1,0,0,0,0.5,0,0,9,9,3,0.33,0,0,0,0,0,6,2,1,0.5,3,2,0.67,2,1,6,1,1,1,5,2,0.4,0,0,0,0.58,0,0,13,5,3,0.6,4,1,0.25,0,0,0,0.61,3,1,6,4,0,0,2,2,1,0,0,0,0.33,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,8,3,6,0.5,2,0,15,0,0,0,11,5,0.45,6,3,0.5,0.45,3,1,3,1,1,1,0,2,2,0,0,0,2,1,0.5,0,0,0,0.5,0,0,10,10,1,0.1,0,0,0,0,0,9,6,5,0.83,9,6,0.67,0,0,2,0,0,0,2,1,0.5,2,1,0.5,0.5,0,0,20,6,2,0.33,9,7,0.78,0,0,0,0.67,2,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,5,0,0,1,1,1,0,0,0,0.17,0,0,2025-01-18
Rensselaer Polytechnic,Rochester Institute of Technology Tigers,78,73,151,5,10,3,8,0.38,0,2,9,2,0,0,5,2,0.4,2,0,0,0.29,1,1,10,7,3,0.43,2,1,2,0,0,0,2,1,0.5,0,0,0,0.5,0,0,17,17,7,0.41,0,0,0,0,0,7,2,0,0,4,0,0,1,2,1,0,0,0,0,0,0,0,0,0,,1,0,8,2,0,0,5,5,1,0,0,0,0.71,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,6,2,1,0.5,3,2,0.67,0,0,0,0.7,1,0,3,3,3,1,0,0,14,1,1,1,9,4,0.44,3,0,0,0.55,3,1,11,8,5,0.62,3,0,6,1,0,0,4,3,0.75,1,1,1,0.6,1,0,10,10,2,0.2,0,0,0,0,0,6,0,0,0,5,2,0.4,0,0,4,1,0,0,1,0,0,0,0,0,0.0,2,0,10,3,1,0.33,6,4,0.67,0,0,0,0.61,1,0,5,1,1,1,3,1,0.33,1,0,0,0.62,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2025-01-31
Rochester Institute of Technology Tigers,Clarkson University Golden Knights,59,70,129,-11,9,6,9,0.67,0,0,9,2,0,0,3,0,0,0,0,0,0.0,2,2,4,2,1,0.5,2,0,5,2,0,0,3,0,0,0,0,0,0,0,0,21,21,7,0.33,0,0,0,0,0,10,0,0,0,7,1,0.14,2,1,3,0,0,0,1,1,1,0,0,0,1,2,0,5,0,0,0,4,2,0.5,0,0,0,0.5,0,1,3,2,0,0,1,0,0,0,0,0,0,0,0,5,2,2,1,1,1,1,0,0,0,1.33,1,1,9,5,6,0.83,1,2,4,1,1,1,2,0,0,0,0,0,0.5,1,0,4,3,1,0.33,0,1,4,0,0,0,4,4,1,0,0,0,1,0,0,12,9,4,0.44,3,1,0.33,0,0,7,1,0,0,5,0,0,1,1,1,0,0,0,1,0,0,1,0,0,0,0,0,3,1,0,0,2,2,1,0,0,0,0.67,0,0,6,3,0,0,1,0,0,1,0,0,0,0,2,9,5,4,0.8,3,2,0.67,3,2,0.67,1.0,1,0,2025-01-24
Ithaca College,Hobart College Statesmen,80,87,167,-7,9,5,8,0.62,1,0,7,0,0,0,5,2,0.4,2,0,0,0.4,1,1,4,2,0,0,1,1,2,0,0,0,2,1,0.5,0,0,0,0.5,0,0,9,9,5,0.56,0,0,0,0,0,8,0,0,0,3,2,0.67,1,4,4,2,0,0,2,0,0,0,0,0,0,0,0,15,6,1,0.17,5,4,0.8,0,0,0,0.5,0,4,1,1,1,1,0,0,0,0,0,0,1.5,0,0,10,2,1,0.5,6,2,0.33,0,0,0,0.44,2,0,12,6,12,0.5,0,0,4,0,0,0,2,2,1,1,1,1,1.0,0,2,2,1,1,1,1,0,1,0,0,0,1,1,1,0,0,0,1,0,0,13,13,6,0.46,0,0,0,0,0,15,2,1,0.5,11,5,0.45,2,2,1,0,0,0,1,0,0,0,0,0,0,0,0,13,4,1,0.25,7,5,0.71,0,0,0,0.59,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0.0,1,0,2025-01-11
Vassar Brewers,St. Lawrence Saints,55,80,135,-25,17,5,13,0.38,4,0,2,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,18,4,0.22,1,1,1,0,1,13,6,2,0.33,9,3,0.33,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,3,2,0.67,6,2,0.33,1,0,0,0.56,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,6,3,5,0.6,1,0,3,1,1,1,2,1,0.5,1,0,0,0.83,0,0,5,2,1,0.5,2,1,2,0,0,0,1,0,0,0,0,0,0,0,1,14,14,3,0.21,0,0,0,0,0,20,5,3,0.6,13,7,0.54,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,11,6,2,0.33,5,2,0.4,0,0,0,0.45,0,0,6,5,3,0.6,1,1,1,1,1,1,0.92,0,0,3,1,1,1,1,0,0,0,0,0,0.75,1,0,2025-01-10
Vassar Brewers,Clarkson University Golden Knights,76,70,146,6,10,7,9,0.78,1,0,8,1,0,0,4,1,0.25,4,1,0.25,0.2,2,1,3,2,0,0,0,1,2,0,0,0,2,2,1,0,0,0,1,0,0,15,15,4,0.27,0,0,0,0,0,10,4,2,0.5,6,3,0.5,1,2,1,0,0,0,0,0,0,0,0,0,,1,0,12,3,2,0.67,6,4,0.67,1,1,1,0.78,2,1,3,1,0,0,1,1,1,1,1,1,0.5,1,0,6,3,1,0.33,2,1,0.5,1,1,1,0.5,1,0,5,1,4,0.25,1,0,6,0,0,0,4,3,0.75,0,0,0,0.75,1,1,7,2,0,0,3,2,1,0,0,0,0,0,0,0,0,0,,1,0,15,15,7,0.47,0,0,0,0,0,17,1,0,0,9,4,0.44,6,0,1,0,0,0,1,1,1,0,0,0,1,0,0,8,4,1,0.25,4,2,0.5,0,0,0,0.44,0,0,3,1,1,1,1,1,1,1,1,1,1.25,1,0,8,3,1,0.33,1,0,0,0,0,0,0.38,4,0,2025-01-31
Clarkson University Golden Knights,Bard College,64,63,127,1,11,8,9,0.89,0,2,7,1,1,1,6,4,0.67,1,1,1,0.79,0,0,7,6,1,0.17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,19,5,0.26,1,1,1,0,0,14,1,1,1,8,4,0.5,4,2,4,0,0,0,3,1,0.33,0,0,0,0.33,1,0,6,1,0,0,2,1,0.5,1,0,0,0.33,2,1,1,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,1,0,0,1,0,0,0.0,1,0,7,4,6,0.67,1,0,10,2,0,0,5,2,0.4,0,0,0,0.29,3,0,4,3,0,0,0,1,4,2,1,0.5,2,1,0.5,0,0,0,0.62,0,0,10,10,3,0.3,0,0,0,0,0,9,3,0,0,5,2,0.4,3,1,1,0,0,0,1,0,0,1,0,0,0,0,0,16,4,1,0.25,5,5,1,0,0,0,0.72,4,3,2,2,1,0.5,0,0,0,0,0,0,0.75,0,0,5,2,1,0.5,2,0,0,1,0,0,0.38,0,1,2025-01-10
Bard College,St. Lawrence Saints,64,77,141,-13,14,5,11,0.45,2,1,4,1,1,1,1,1,1,1,1,1,1.25,2,0,4,2,1,0.5,0,2,1,0,0,0,0,0,0,0,0,0,,0,1,13,12,4,0.33,1,1,1,0,0,16,3,0,0,8,2,0.25,3,2,1,0,0,0,1,1,1,0,0,0,1,0,0,14,2,0,0,6,3,0.5,0,0,0,0.38,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,5,2,4,0.5,1,0,13,4,2,0.5,6,3,0.5,2,1,0.5,0.6,3,0,1,1,1,1,0,0,2,0,0,0,2,2,1,0,0,0,1,0,0,20,17,7,0.41,3,2,0.67,0,0,9,2,0,0,5,2,0.4,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,13,3,2,0.67,8,1,0.12,0,0,0,0.36,1,1,3,2,1,0.5,1,0,0,1,0,0,0.5,0,0,2,1,0,0,1,1,1,1,1,1,0.5,0,0,2025-01-31
Rensselaer Polytechnic,Union (NY) Chargers,65,60,125,5,11,5,6,0.83,1,4,9,1,0,0,6,2,0.33,3,2,0.67,0.29,2,0,5,4,2,0.5,0,1,2,1,0,0,1,0,0,0,0,0,0,0,0,11,11,4,0.36,0,0,0,0,0,5,1,1,1,4,2,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,2,0,0,4,2,0.5,0,0,0,0.33,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0.75,0,0,3,2,3,0.67,0,0,17,6,1,0.17,5,3,0.6,2,1,0.5,0.41,4,2,3,2,1,0.5,0,1,4,0,0,0,4,2,0.5,0,0,0,0.5,0,0,4,4,3,0.75,0,0,0,0,0,13,3,1,0.33,9,4,0.44,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,2,1,0,0,0,1,0,1,5,1,0,0,2,0,0,2,0,0,0,2,0,4,3,1,0.33,1,0,0,1,0,0,0.38,0,0,2025-01-25
Skidmore Thoroughbreds,Bard College,70,85,155,-15,3,1,2,0.5,0,1,20,6,3,0.5,10,2,0.2,3,0,0,0.41,3,1,6,4,3,0.75,2,0,2,1,0,0,1,1,1,0,0,0,0.5,0,0,25,23,7,0.3,1,0,0,0,1,6,2,0,0,6,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,11,3,0,0,6,4,0.67,1,1,1,0.44,1,1,5,2,1,0.5,2,0,0,1,0,0,0.38,0,1,3,0,0,0,2,0,0,2,0,0,0.0,1,0,16,7,13,0.54,0,3,4,0,0,0,2,1,0.5,0,0,0,0.5,2,0,2,2,1,0.5,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,8,8,4,0.5,0,0,0,0,0,7,0,0,0,3,1,0.33,2,1,2,1,1,1,1,0,0,0,0,0,0.75,0,0,19,9,5,0.56,7,4,0.57,0,0,0,0.72,2,1,9,5,1,0.2,3,1,0.33,2,1,0.5,0.31,1,0,4,1,1,1,0,0,0,0,0,0,1.5,1,2,2025-01-24
Skidmore Thoroughbreds,Hobart College Statesmen,64,67,131,-3,4,1,2,0.5,1,1,18,6,0,0,6,3,0.5,3,3,1,0.25,5,1,7,2,1,0.5,3,2,3,1,0,0,2,0,0,0,0,0,0,0,0,14,13,10,0.77,1,0,0,0,0,5,1,1,1,3,1,0.33,2,0,3,0,0,0,3,1,0.33,2,1,0.5,0.33,0,0,9,4,2,0.5,2,2,1,1,1,1,0.83,2,1,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,8,0.25,1,1,7,1,1,1,3,1,0.33,0,0,0,0.62,1,2,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,6,0.4,0,0,0,0,0,9,4,1,0.25,8,2,0.25,1,0,3,0,0,0,2,1,0.5,0,0,0,0.5,0,1,13,2,0,0,8,1,0.12,1,0,0,0.1,1,2,5,1,1,1,3,1,0.33,1,0,0,0.62,0,1,3,0,0,0,2,0,0,0,0,0,0,1,0,2025-01-18
Clarkson University Golden Knights,Vassar Brewers,65,73,138,-8,6,1,4,0.25,1,1,2,1,0,0,1,1,1,1,1,1,0.5,0,0,11,6,4,0.67,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,22,18,4,0.22,3,1,0.33,0,1,12,3,1,0.33,7,3,0.43,3,0,4,0,0,0,3,1,0.33,2,0,0,0.33,1,0,3,1,1,1,2,1,0.5,0,0,0,0.83,0,0,3,2,1,0.5,1,0,0,0,0,0,0.5,0,0,5,4,2,0.5,1,0,0,0,0,0,0.6,0,0,10,4,9,0.44,0,1,14,0,0,0,13,6,0.46,5,4,0.8,0.46,1,0,3,3,1,0.33,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,13,11,3,0.27,2,2,1,0,0,7,1,1,1,3,1,0.33,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,21,3,1,0.33,11,5,0.45,1,0,0,0.46,3,4,1,1,1,1,0,0,0,0,0,0,1.5,0,0,4,2,1,0.5,2,1,0.5,2,1,0.5,0.62,0,0,2025-01-11
St. Lawrence Saints,Rochester Institute of Technology Tigers,91,76,167,15,4,1,4,0.25,0,0,10,5,3,0.6,2,1,0.5,0,0,0,0.79,2,1,1,1,0,0,0,0,5,1,1,1,3,2,0.67,1,0,0,0.88,1,0,13,13,8,0.62,0,0,0,0,0,7,1,1,1,4,3,0.75,3,0,1,0,0,0,1,1,1,0,0,0,1,0,0,20,4,3,0.75,8,5,0.62,0,0,0,0.79,4,4,4,1,0,0,2,0,0,1,0,0,0,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,16,7,12,0.58,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,24,10,0.42,2,0,0,0,0,11,3,2,0.67,10,5,0.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,4,0,0,10,5,0.5,2,1,0.5,0.36,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,,1,0,2025-01-25
Clarkson University Golden Knights,Ithaca College,63,66,129,-3,4,1,3,0.33,1,0,4,2,0,0,1,0,0,0,0,0,0,1,0,6,3,0,0,2,1,3,0,0,0,1,1,1,0,0,0,1.0,1,1,25,24,7,0.29,1,0,0,0,0,11,4,1,0.25,9,3,0.33,2,0,4,0,0,0,3,2,0.67,1,0,0,0.67,1,0,9,3,2,0.67,2,1,0.5,0,0,0,0.8,2,2,4,3,0,0,0,0,0,0,0,0,0,0,1,5,3,0,0,2,1,0.5,0,0,0,0.2,0,0,6,5,5,1,0,1,9,2,2,1,1,1,1,0,0,0,1.33,5,1,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,9,9,3,0.33,0,0,0,0,0,10,1,0,0,4,2,0.5,4,2,3,1,0,0,1,0,0,0,0,0,0,0,1,13,3,0,0,5,2,0.4,0,0,0,0.25,5,0,3,1,0,0,1,0,0,0,0,0,0.0,0,1,12,7,5,0.71,3,2,0.67,0,0,0,0.95,2,0,2025-01-17
Bard College,Rensselaer Polytechnic,70,78,148,-8,9,1,5,0.2,1,3,14,5,2,0.4,6,3,0.5,1,0,0,0.55,2,1,1,0,0,0,1,0,5,2,0,0,3,3,1,0,0,0,0.6,0,0,9,8,2,0.25,0,0,0,0,1,9,0,0,0,3,1,0.33,3,1,3,1,0,0,1,1,1,0,0,0,0.5,1,0,15,2,1,0.5,6,3,0.5,0,0,0,0.56,2,5,2,0,0,0,1,0,0,0,0,0,0.0,0,1,2,1,1,1,1,1,1,0,0,0,1.25,0,0,13,7,10,0.7,1,2,13,4,0,0,7,1,0.14,3,0,0,0.09,1,1,8,4,3,0.75,1,3,3,2,0,0,1,1,1,1,1,1,0.33,0,0,11,11,5,0.45,0,0,0,0,0,4,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,,2,0,10,4,2,0.5,3,1,0.33,1,0,0,0.57,0,3,2,2,1,0.5,0,0,0,0,0,0,0.75,0,0,3,2,0,0,0,0,0,0,0,0,0,1,0,2025-01-18
Bard College,Hobart College Statesmen,68,69,137,-1,6,2,4,0.5,1,1,7,1,1,1,3,0,0,1,0,0,0.38,3,0,3,1,1,1,1,1,3,0,0,0,3,3,1,0,0,0,1,0,0,10,10,4,0.4,0,0,0,0,0,8,0,0,0,4,2,0.5,4,0,2,0,0,0,1,0,0,0,0,0,0,1,0,23,3,1,0.33,13,8,0.62,0,0,0,0.59,5,2,5,5,2,0.4,0,0,0,0,0,0,0.6,0,0,4,2,0,0,1,1,1,1,1,1,0.33,1,0,3,1,2,0.5,0,1,6,1,1,1,1,1,1,1,1,1,1.25,1,3,7,5,2,0.4,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,21,20,8,0.4,1,0,0,0,0,15,1,0,0,9,3,0.33,4,0,5,0,0,0,3,2,0.67,0,0,0,0.67,2,0,12,3,0,0,7,4,0.57,0,0,0,0.4,0,2,7,2,0,0,2,0,0,1,0,0,0,1,2,2,1,0,0,1,0,0,0,0,0,0,0,0,2025-01-17
